,id,subnumber,headword,context,,ste,nsm,translation,ref,filename,speaker,1,2,3,chaptertitle,sectiontitle,relatedword,relatedphrase,relatedvalue,functiontags,notes
,112,7,,,,"  {""ste"": ""When someone wants to say “I think about something like this.”""},{  ""ste"": ""At some times they say words like ‘all’, when they want to say something like ‘many’.""},{  ""ste"": ""At some times they say words like ‘ many’ when they want to say something like ‘some’.""},{  ""ste"": ""At some times people say words like ‘none’, when they want to say something like ‘not many’.""},{  ""ste"": ""This is not good.""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""[people think like this:]""},{""nsm"": ""sometimes people say words like all""},{""nsm"": ""when they want to say something like many""},{""nsm"": ""sometimes people say words like many""},{""nsm"": ""when they want to say something like some""},{""nsm"": ""sometimes people say words like none""},{""nsm"": ""when they want to say something like not many""},",,,,,,,,,,,,,,
,112,8,,,,"  {""ste"": ""When someone wants to say “I think about something like this.”""},{  ""ste"": ""At some times they say words like ‘all’, when they want to say something like ‘many’.""},{  ""ste"": ""At some times they say words like ‘ many’ when they want to say something like ‘some’.""},{  ""ste"": ""At some times people say words like ‘none’, when they want to say something like ‘not many’.""},{  ""ste"": ""This is not good.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""[people think like this:]""},{""nsm"": ""sometimes people say words like all""},{""nsm"": ""when they want to say something like many""},{""nsm"": ""sometimes people say words like many""},{""nsm"": ""when they want to say something like some""},{""nsm"": ""sometimes people say words like none""},{""nsm"": ""when they want to say something like not many""},{""nsm"": ""it is not good to speak like this [i.e., to say things in this way]""},",,,,,,,,,,,,,,
,113,1,expression of opinions,,Many people in Australia think like this:,"  {""ste"": ""Many people in Australia think like this:""}","{""nsm"": ""when someone says about something “I think about it like this”,""},",,{Goddard:2014ve p. 82},,,,,attitude,,,,,,,
,113,2,,,When I say about something “I think about it like this.”,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When I say about something “I think about it like this.”""}","{""nsm"": ""when someone says about something “I think about it like this”,""},{""nsm"": ""it is good if this someone says at the same time:""},",,,,,,,,,,,,,,
,113,3,,,It is good if I say at the same time “I don’t say I know this. I know someone else can think not like this.”,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When I say about something “I think about it like this.”""},{  ""ste"": ""It is good if I say at the same time “I don’t say I know this. I know someone else can think not like this.”""}","{""nsm"": ""when someone says about something “I think about it like this”,""},{""nsm"": ""it is good if this someone says at the same time:""},{""nsm"": ""“I don’t say: I know this""},",,,,,,,,,,,,,,
,113,4,,,,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When I say about something “I think about it like this.”""},{  ""ste"": ""It is good if I say at the same time “I don’t say I know this. I know someone else can think not like this.”""},{  ""ste"": """"}","{""nsm"": ""when someone says about something “I think about it like this”,""},{""nsm"": ""it is good if this someone says at the same time:""},{""nsm"": ""“I don’t say: I know this""},{""nsm"": ""I know that someone else can think not like this”""},",,,,,,,,,,,,,,
,114,1,expression of opinion,,Many people in Australia think like this:,"  {""ste"": ""Many people in Australia think like this:""}","{""nsm"": ""it is not good for people always to say what they think""},",,{Mullan:2010ib p. 263},,,,,attitude,,,,,,,
,114,2,,,"It is not good for people always to say what they think. Because of this, I do not always say what I think.","  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""It is not good for people always to say what they think. Because of this, I do not always say what I think.""}","{""nsm"": ""it is not good for people always to say what they think""},{""nsm"": ""because of this, I do not always say what I think""},",,,,,,,,,,,,,,
,114,3,,,At some times I think “It will be bad if I say this now.”,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""It is not good for people always to say what they think. Because of this, I do not always say what I think.""},{  ""ste"": ""At some times I think “It will be bad if I say this now.”""}","{""nsm"": ""it is not good for people always to say what they think""},{""nsm"": ""because of this, I do not always say what I think""},{""nsm"": ""there are things that I do not want to say""},",,,,,,,,,,,,,,
,114,4,,,When I say what I think about something. I cannot say it like a think that I know. I cannot say it like a think that is true.,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""It is not good for people always to say what they think. Because of this, I do not always say what I think.""},{  ""ste"": ""At some times I think “It will be bad if I say this now.”""},{  ""ste"": ""When I say what I think about something. I cannot say it like a think that I know. I cannot say it like a think that is true.""}","{""nsm"": ""it is not good for people always to say what they think""},{""nsm"": ""because of this, I do not always say what I think""},{""nsm"": ""there are things that I do not want to say""},{""nsm"": ""when I say what I think about something""},",,,,,,,,,,,,,,
,114,5,,,"If I say it like this, people will think something bad about me.","  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""It is not good for people always to say what they think. Because of this, I do not always say what I think.""},{  ""ste"": ""At some times I think “It will be bad if I say this now.”""},{  ""ste"": ""When I say what I think about something. I cannot say it like a think that I know. I cannot say it like a think that is true.""},{  ""ste"": ""If I say it like this, people will think something bad about me.""}","{""nsm"": ""it is not good for people always to say what they think""},{""nsm"": ""because of this, I do not always say what I think""},{""nsm"": ""there are things that I do not want to say""},{""nsm"": ""when I say what I think about something""},{""nsm"": ""I cannot say it like a thing that I know""},",,,,,,,,,,,,,,
,114,6,,,"When I say what I think about something, it is good to say something like this “I think this. I know other people can think something else.”","  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""It is not good for people always to say what they think. Because of this, I do not always say what I think.""},{  ""ste"": ""At some times I think “It will be bad if I say this now.”""},{  ""ste"": ""When I say what I think about something. I cannot say it like a think that I know. I cannot say it like a think that is true.""},{  ""ste"": ""If I say it like this, people will think something bad about me.""},{  ""ste"": ""When I say what I think about something, it is good to say something like this “I think this. I know other people can think something else.”""}","{""nsm"": ""it is not good for people always to say what they think""},{""nsm"": ""because of this, I do not always say what I think""},{""nsm"": ""there are things that I do not want to say""},{""nsm"": ""when I say what I think about something""},{""nsm"": ""I cannot say it like a thing that I know""},{""nsm"": ""I cannot say it like a thing that is true""},",,,,,,,,,,,,,,
,114,7,,,,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""It is not good for people always to say what they think. Because of this, I do not always say what I think.""},{  ""ste"": ""At some times I think “It will be bad if I say this now.”""},{  ""ste"": ""When I say what I think about something. I cannot say it like a think that I know. I cannot say it like a think that is true.""},{  ""ste"": ""If I say it like this, people will think something bad about me.""},{  ""ste"": ""When I say what I think about something, it is good to say something like this “I think this. I know other people can think something else.”""},{  ""ste"": """"}","{""nsm"": ""it is not good for people always to say what they think""},{""nsm"": ""because of this, I do not always say what I think""},{""nsm"": ""there are things that I do not want to say""},{""nsm"": ""when I say what I think about something""},{""nsm"": ""I cannot say it like a thing that I know""},{""nsm"": ""I cannot say it like a thing that is true""},{""nsm"": ""if I do, people will think something bad about me""},",,,,,,,,,,,,,,
,114,8,,,,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""It is not good for people always to say what they think. Because of this, I do not always say what I think.""},{  ""ste"": ""At some times I think “It will be bad if I say this now.”""},{  ""ste"": ""When I say what I think about something. I cannot say it like a think that I know. I cannot say it like a think that is true.""},{  ""ste"": ""If I say it like this, people will think something bad about me.""},{  ""ste"": ""When I say what I think about something, it is good to say something like this “I think this. I know other people can think something else.”""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""it is not good for people always to say what they think""},{""nsm"": ""because of this, I do not always say what I think""},{""nsm"": ""there are things that I do not want to say""},{""nsm"": ""when I say what I think about something""},{""nsm"": ""I cannot say it like a thing that I know""},{""nsm"": ""I cannot say it like a thing that is true""},{""nsm"": ""if I do, people will think something bad about me""},{""nsm"": ""when I say what I think about something""},",,,,,,,,,,,,,,
